3.7608433,51.1238357,0
3.7597275,51.1229737,0
3.7586975,51.1222195,0
3.7574959,51.1214653,0
3.7564659,51.1205494,0
3.7556934,51.1194719,0
3.7550605,51.1181317,0
3.7550068,51.1174246,0
3.7554359,51.1167242,0
3.7561226,51.1157005,0
3.7568951,51.1146229,0
3.7574959,51.1137607,0
3.7581825,51.1126831,0
3.7580323,51.1122183,0
3.7573671,51.1119421,0
3.7568522,51.1119623,0
3.7563801,51.1121981,0
3.7556934,51.113168,0
3.7550068,51.1141918,0
3.7543201,51.1152694,0
3.7534618,51.1162393,0
3.753038,51.1163605,0
3.7525284,51.1164009,0
3.7519651,51.1163201,0
3.7514877,51.1161854,0
3.7507581,51.1156533,0
3.7501895,51.1151819,0
3.7495565,51.1146565,0
3.7489235,51.1142053,0
3.7482476,51.1137035,0
3.7475395,51.1131949,0
3.7466651,51.1126494,0
3.7458981,51.1120634,0
3.7453133,51.111693,0
3.7448895,51.1113495,0
3.7444603,51.1109891,0
3.7441277,51.1106422,0
3.7437415,51.1102718,0
3.7432426,51.1098474,0
3.7427652,51.1094365,0
3.7421107,51.1088976,0
3.7418103,51.1082105,0
3.741703,51.1071866,0
3.7425613,51.1060549,0
3.7435913,51.1048693,0
3.744278,51.1037914,0
3.7450504,51.1023901,0
3.7459087,51.1011505,0
3.7468529,51.1000187,0
3.7479687,51.098779,0
3.7492347,51.0979301,0
3.7501788,51.0966768,0
3.7509083,51.0956258,0
3.7514663,51.0947364,0
3.7524318,51.0933348,0
3.7528932,51.0926003,0
3.7533062,51.0921387,0
3.753789,51.0917007,0
3.7540197,51.0913234,0
3.7539231,51.0908416,0
3.7538319,51.0903362,0
3.7537461,51.0899622,0
3.7536831,51.0896185,0
3.7536248,51.0893455,0
3.7535795,51.0890743,0
3.7535289,51.0886851,0
3.7532679,51.0881714,0
3.752846,51.0886281,0
3.7525602,51.0890023,0
3.7522996,51.0893464,0
3.7519715,51.0897718,0
3.751648,51.090198,0
3.7512262,51.0907405,0
3.750801,51.0912796,0
3.7504899,51.0916839,0
3.7502003,51.092041,0
3.7499481,51.0923627,0
3.7496665,51.0926887,0
3.7494599,51.0930079,0
3.7489986,51.0939817,0
3.7481403,51.0949519,0
3.7475395,51.0957605,0
3.746767,51.0967307,0
3.7457371,51.0978088,0
3.7448788,51.0989407,0
3.7441921,51.1001265,0
3.7434196,51.1010966,0
3.7426472,51.1021207,0
3.741703,51.1032525,0
3.7411022,51.1042765,0
3.7402439,51.1051387,0
3.7393856,51.1059471,0
3.738184,51.1059471,0
3.7369823,51.1048154,0
3.7362957,51.1038992,0
3.7354374,51.1027135,0
3.7347507,51.1019051,0
3.7339783,51.100881,0
3.7333775,51.0998031,0
3.7334633,51.0982939,0
